name,company_number,jurisdiction_code,search_company_type,search_company_name,search_company_jurisdiction_code,search_company_country_code,search_company_company_number,search_company_country_name
HOTSHOT ARBOR CARE LLC,497547-1512,pr,controlling_entity,HOTSHOT ARBOR CARE LLC,us_ca,US,,United States of America
"BRAND STREAMERS US, INC.",497306-112,pr,controlling_entity,"BRAND STREAMERS US, INC.",us_de,US,6366806,United States of America
"ATKINSON-NOLAND & ASSOCIATES, INC.",497033-112,pr,controlling_entity,"ATKINSON-NOLAND & ASSOCIATES, INC.",us_co,US,19871288864,United States of America
"SOLARWINDS WORLDWIDE, LLC",496885-1512,pr,controlling_entity,"SOLARWINDS WORLDWIDE, LLC",us_de,US,4069736,United States of America
LASIEMPREVERDE.COM LLC,496696-1512,pr,controlling_entity,LASIEMPREVERDE.COM LLC,us_fl,US,,United States of America
SCRIPTHERO PHARMACY LLC,496506-1512,pr,controlling_entity,SCRIPTHERO PHARMACY LLC,us_de,US,7176487,United States of America
"APPLIED ECONOMICS CLINIC, INC.",496314-122,pr,controlling_entity,"APPLIED ECONOMICS CLINIC, INC.",us_ma,US,001268392,United States of America
SRG STUDIOS US LLC,496206-1512,pr,controlling_entity,SRG STUDIOS US LLC,us_de,US,7072991,United States of America
BIOMEDICAL RESEARCH ALLIANCE OF NEW YORK LLC,496145-1512,pr,controlling_entity,BIOMEDICAL RESEARCH ALLIANCE OF NEW YORK LLC,us_ny,US,2237530,United States of America
"TOLMAR, INC.",495932-112,pr,controlling_entity,"TOLMAR, INC.",us_de,US,4258548,United States of America
R.G. VANDERWEIL ENGINEERS LLP,495744-812,pr,controlling_entity,"R.G. VANDERWEIL ENGINEERS, LLP",us_de,US,3605964,United States of America
AQUA ENERGY PRODUCTS LLC,495194-1512,pr,controlling_entity,AQUA ENERGY PRODUCTS LLC,us_fl,US,L22000292365,United States of America
ZMARTTEK CORP.,494979-112,pr,controlling_entity,ZMARTTEK CORP,us_fl,US,P21000101912,United States of America
NORTHPARK COMMUNITY CREDIT UNION CORPORATION,494671-112,pr,controlling_entity,NORTHPARK COMMUNITY CREDIT UNION,us_in,US,193016-120,United States of America
"VIS CARIBE, L.L.C.",494331-1512,pr,controlling_entity,"VIS CARIBE, LLC",us_de,US,7750361,United States of America
ARCHWELL SERVICES L.L.C.,494236-1512,pr,controlling_entity,ARCHWELL SERVICES L.L.C.,us_fl,US,,United States of America
CMG MORTGAGE INSURANCE COMPANY,494-412,pr,controlling_entity,CMG MORTGAGE INSURANCE COMPANY,us_wi,US,,United States of America
MEDICAL ACTION INDUSTRIES INC.,493891-112,pr,controlling_entity,MEDICAL ACTION INDUSTRIES INC.,us_de,US,2142766,United States of America
PACER STAFFING LLC,493700-1512,pr,controlling_entity,PACER STAFFING LLC,us_de,US,6715179,United States of America
DORADA ESTANCIA LLC,493423-1512,pr,controlling_entity,DORADA ESTANCIA LLC,us_de,US,6993950,United States of America
WILLIS PROPERTIES AND RECONSTRUCTION LLC,493269-1512,pr,controlling_entity,Willis Properties and Reconstruction LLC,us_tx,US,0802012395,United States of America
"THE WORKFORCE GROUP, LLC",493071-1512,pr,controlling_entity,"THE WORKFORCE GROUP, LLC",us_la,US,41328102K,United States of America
RELIAQUEST LLC,492906-1512,pr,controlling_entity,"RELIAQUEST, LLC",us_fl,US,L07000117715,United States of America
LEGACY GROUP OF PUERTO RICO LLC,492489-1512,pr,controlling_entity,LEGACY GROUP OF PUERTO RICO LLC,us_fl,US,,United States of America
"SPINOFF CONSTRUCTION, LLC",492328-1512,pr,controlling_entity,"Spinoff Construction, LLC",us_tx,US,0802645427,United States of America
THE LANGUAGE DOCTORS INC.,492096-112,pr,controlling_entity,"THE LANGUAGE DOCTORS, INC",us_md,US,F19140649,United States of America
DESTINOS TRAVEL PLANNERS LLC,491884-1512,pr,controlling_entity,DESTINOS TRAVEL PLANNERS LLC,us_tx,US,0803520015,United States of America
"WILCO SOURCE, LLC",491559-1512,pr,controlling_entity,"WILCO SOURCE, LLC",us_ca,US,201419610237,United States of America
CF PREFERRED LLC,491458-1512,pr,controlling_entity,CF PREFERRED LLC,us_il,US,,United States of America
"STONEWATER, INC.",490997-112,pr,controlling_entity,"STONEWATER, INC.",us_tx,US,0800052978,United States of America
"ELECTRIC POWER RESEARCH INSTITUTE, INC.",490663-122,pr,controlling_entity,"ELECTRIC POWER RESEARCH INSTITUTE, INC.",us_dc,US,EXTUID_2739041,United States of America
KAYO USA INC.,490542-112,pr,controlling_entity,KAYO USA INC,us_tx,US,0803246179,United States of America
KBS SOLUTIONS LLC,490134-1512,pr,controlling_entity,KBS Solutions LLC,us_tx,US,0801607263,United States of America
"TELEDOCS, INC.",489848-112,pr,controlling_entity,TELEDOCS INC,us_fl,US,P18000063068,United States of America
PRESIDENT AND FELLOWS OF MIDDLEBURY COLLEGE INC.,489659-122,pr,controlling_entity,PRESIDENT AND FELLOWS OF MIDDLEBURY COLLEGE,us_vt,US,0044140,United States of America
"CHAPEL BRIDGE WEALTH ADVISORS, LLC",489272-1512,pr,controlling_entity,"CHAPEL BRIDGE WEALTH ADVISORS, LLC",us_oh,US,4614267,United States of America
"HJB CONSTRUCTION, INC.",488866-112,pr,controlling_entity,"HJB CONSTRUCTION, INC.",us_sc,US,795835,United States of America
"GARNER ENVIRONMENTAL SERVICES, INC.",488593-112,pr,controlling_entity,"GARNER ENVIRONMENTAL SERVICES, INC.",us_tx,US,0074146700,United States of America
DAPANGO TECHNOLOGIES PR CORP.,488183-112,pr,controlling_entity,DAPANGO TECHNOLOGIES PR CORP.,us_fl,US,,United States of America
"MAGELLAN HRSC, INC.",487927-112,pr,controlling_entity,"MAGELLAN HRSC, INC.",us_oh,US,686314,United States of America
ECOCULTURE LLC,487588-1522,pr,controlling_entity,ECOCULTURE,us_az,US,23066523,United States of America
CERTIFIED CREDIT REPORTING INC.,487353-112,pr,controlling_entity,"CERTIFIED CREDIT REPORTING, INC.",us_ca,US,1373752,United States of America
UNIFUND CCR LLC,487177-1512,pr,controlling_entity,"UNIFUND CCR, LLC",us_oh,US,2035347,United States of America
STORYWORLD INTERNATIONAL CORPORATION,486970-112,pr,controlling_entity,STORYWORLD INTERNATIONAL CORPORATION,us_de,US,5684006,United States of America
"ODP BUSINESS SOLUTIONS, LLC",486682-1512,pr,controlling_entity,"ODP BUSINESS SOLUTIONS, LLC",us_de,US,,United States of America
"GOODWYN MILLS CAWOOD, LLC",486526-1512,pr,controlling_entity,"Goodwyn Mills Cawood, LLC",us_al,US,000-824-249,United States of America
BNXA USA MTL INC.,486385-112,pr,controlling_entity,BNXA USA MTL INC.,us_de,US,6451690,United States of America
LUCE ENDS LLC,486193-1512,pr,controlling_entity,LUCE ENDS LLC,us_vt,US,0405896,United States of America
GLOBAL PHARMA TEK LLC,486016-1512,pr,controlling_entity,GLOBAL PHARMA TEK LLC,us_nj,US,0400392432,United States of America
"ENGAGE HOLDINGS, LIMITED LIABILITY COMPANY",485819-1512,pr,controlling_entity,"ENGAGE HOLDINGS, LLC",us_oh,US,2336876,United States of America
IMMUTABLE HOLDINGS INC.,485638-112,pr,controlling_entity,IMMUTABLE HOLDINGS INC.,us_de,US,4474439,United States of America
VENSURE TPA LLC,485440-1512,pr,controlling_entity,VENSURE TPA LLC,us_oh,US,4808200,United States of America
AMS CONSULTANTS LLC D/B/A AMS-PR CONSULTANTS LLC,485265-1512,pr,controlling_entity,AMS CONSULTANTS LLC D/B/A AMS-PR CONSULTANTS LLC,us_ca,US,,United States of America
FLEXIO INT'L CORP.,484890-112,pr,controlling_entity,FLEXIO INT'L CORP.,us_de,US,,United States of America
"TTEC FINANCIAL SERVICES MANAGEMENT, LLC",484523-1512,pr,controlling_entity,"TTEC FINANCIAL SERVICES MANAGEMENT, LLC",us_de,US,3323158,United States of America
"LINDEN PRESERVATION SERVICES, INC.",484356-112,pr,controlling_entity,"LINDEN PRESERVATION SERVICES, INC.",us_ny,US,5165552,United States of America
INTERLACE HEALTH LLC,484079-1512,pr,controlling_entity,"INTERLACE HEALTH, LLC",us_mo,US,LC001464903,United States of America
BANCASA MORTGAGE CORPORATION,483883-112,pr,controlling_entity,BANCASA MORTGAGE CORPORATION,us_nj,US,0450267031,United States of America
ALTO USA LLC,483689-1512,pr,controlling_entity,ALTO USA LLC,us_de,US,,United States of America
"WEST MONROE PARTNERS, LLC",483473-1512,pr,controlling_entity,"WEST MONROE PARTNERS, LLC",us_de,US,3515169,United States of America
UTILITY METERING SOLUTIONS LLC,483291-1512,pr,controlling_entity,"Utility Metering Solutions, LLC",us_tx,US,0803145773,United States of America
JOHN STAURULAKIS LLC,483188-1512,pr,controlling_entity,"JOHN STAURULAKIS, LLC",us_md,US,Z18996207,United States of America
CRYSTAL VIDA LLC,483078-1512,pr,controlling_entity,CRYSTAL VIDA LLC,us_ny,US,4918179,United States of America
GJAM L.L.C.,482858-1512,pr,controlling_entity,"GJAM, LLC",us_ma,US,001510983,United States of America
THE PUERTO RICAN CULTURAL CENTER INC.,482398-122,pr,controlling_entity,THE PUERTO RICAN CULTURAL CENTER,us_il,US,CORP_50129853,United States of America
INFERNORED TECHNOLOGY INC.,482184-112,pr,controlling_entity,InfernoRed Technology Inc.,us_va,US,07527963,United States of America
"EQUABLI, INC.",481987-112,pr,controlling_entity,"EQUABLI, INC.",us_de,US,3070434,United States of America
NETSTAL INC.,481832-112,pr,controlling_entity,NETSTAL INC.,us_de,US,6078052,United States of America
"EIP HOLDINGS II, LLC",481329-1512,pr,controlling_entity,"EIP HOLDINGS II, LLC",us_de,US,7416215,United States of America
JACKPOCKET INC.,481250-112,pr,controlling_entity,JACKPOCKET INC.,us_de,US,5326154,United States of America
"MINISTERIO EVANGELISTICO MI CRISTO VIVE, INC.",481-122,pr,controlling_entity,"MINISTERIO EVANGELISTICO MI CRISTO VIVE, INC.",us_fl,US,769021,United States of America
"SHM PUERTO DEL REY, LLC",480709-1512,pr,controlling_entity,"SHM PUERTO DEL REY, LLC",us_de,US,5772816,United States of America
BARKS OF HOPE A NJ NOPROFIT CORP.,480369-122,pr,controlling_entity,BARKS OF HOPE A NJ NOPROFIT CORP.,us_nj,US,,United States of America
BAYMAR SOLUTIONS LLC,480146-1512,pr,controlling_entity,BAYMAR SOLUTIONS LLC,us_fl,US,L08000082253,United States of America
MISION CRISTIANA REHOBOTH,48-122,pr,controlling_entity,MISION CRISTIANA REHOBOTH,us_ny,US,,United States of America
WYNDEN STARK LLC,479768-1512,pr,controlling_entity,WYNDEN STARK LLC,us_de,US,5479085,United States of America
AMMG LLC,479345-1512,pr,controlling_entity,AMMG LLC,us_fl,US,L21000443346,United States of America
"STADIUM TECHNOLOGY GROUP, LLC",478911-1512,pr,controlling_entity,"STADIUM TECHNOLOGY GROUP, LLC",us_nv,US,E0041242009-0,United States of America
GATEWAY TRAVEL CORP.,478650-112,pr,controlling_entity,UNIVERSAL CRUISES AND TRAVEL INC.,us_fl,US,,United States of America
GPD HOLDINGS LLC,478167-1512,pr,controlling_entity,GPD HOLDINGS LLC,us_de,US,5907256,United States of America
"ACCESS2CARE, LLC",477749-1512,pr,controlling_entity,"ACCESS2CARE, LLC",us_mo,US,,United States of America
NETWORK CAPITAL FUNDING CORPORATION,477488-112,pr,controlling_entity,NETWORK CAPITAL FUNDING CORPORATION,us_nv,US,C15475-2002,United States of America
"CHESAPEAKE WASTE SOLUTIONS, LLC",477184-1512,pr,controlling_entity,"CHESAPEAKE WASTE SOLUTIONS, LLC",us_de,US,2954038,United States of America
PERFECT STORM STUDIOS INC.,476951-112,pr,controlling_entity,"PERFECT STORM STUDIOS, INC.",us_de,US,6204285,United States of America
PAX LABS INC.,476684-112,pr,controlling_entity,"PAX LABS, INC.",us_de,US,6387684,United States of America
"SUNRUN JUPITER HOLDCO 2022-1, LLC",476571-1512,pr,controlling_entity,"SUNRUN JUPITER HOLDCO 2022-1, LLC",us_de,US,6338597,United States of America
"SHM PUERTO DEL REY TRS, LLC",476434-1512,pr,controlling_entity,"SHM PUERTO DEL REY TRS, LLC",us_de,US,5772864,United States of America
SPECIALTY PRODUCTS HOLDING CORP.,476204-112,pr,controlling_entity,SPECIALTY PRODUCTS HOLDING CORP.,us_oh,US,202203,United States of America
CONVERGENT PENUELAS ENERGY STORAGE 1 LLC,475942-1512,pr,controlling_entity,CONVERGENT PENUELAS ENERGY STORAGE 1 LLC,us_de,US,6286461,United States of America
TRANSFORM OPERATING STORES LLC,475776-1512,pr,controlling_entity,TRANSFORM OPERATING STORES LLC,us_de,US,7257139,United States of America
PATTERN VEGA BAJA SOLAR LLC,475483-1512,pr,controlling_entity,PATTERN VEGA BAJA SOLAR LLC,us_de,US,6308128,United States of America
REACH EDUCATION FUND CORP.,475272-122,pr,controlling_entity,REACH EDUCATION FUND,us_la,US,41429086N,United States of America
NESCO RESOURCE LLC,474904-1512,pr,controlling_entity,NESCO RESOURCE LLC,us_de,US,3436503,United States of America
IMAGINE LEARNING LLC,474622-1512,pr,controlling_entity,IMAGINE LEARNING LLC,us_az,US,23160819,United States of America
"CAVALRY SPV II, LLC",474151-1512,pr,controlling_entity,"CAVALRY SVP II, LLC",us_de,US,,United States of America
"SSI CROSS, INC.",473984-112,pr,controlling_entity,"SSI CROSS, INC.",us_me,US,20130374D,United States of America
MANUFACTURING ENGINEERING SYSTEMS INC.,473569-112,pr,controlling_entity,MANUFACTURING ENGINEERING SYSTEMS INC.,us_de,US,2366116,United States of America
MENNONITE CENTRAL COMMITTEE U.S. CORPORATION,473336-122,pr,controlling_entity,Mennonite Central Committee U.S.,us_pa,US,228134,United States of America
OPAL-RT CORPORATION,472908-112,pr,controlling_entity,OPAL-RT CORPORATION,us_mi,US,800626633,United States of America
VOANS PUERTO RICO HOLDING COMPANY,472526-112,pr,controlling_entity,VOANS PUERTO RICO HOLDING COMPANY,us_de,US,4887958,United States of America
"NANIQ GLOBAL LOGISTICS, LLC",472204-1512,pr,controlling_entity,"Naniq Global Logistics, LLC",us_ak,US,119690,United States of America
AMUSEMATTE CORP.,472025-112,pr,controlling_entity,AMUSEMATTE CORP.,us_ca,US,1736025,United States of America
"LANDRUM PROFESSIONAL EMPLOYER SERVICES, INC. I",471824-112,pr,controlling_entity,"LANDRUM PROFESSIONAL EMPLOYER SERVICES, INC.",us_fl,US,,United States of America
ACCORD BEACH LLC,471528-1512,pr,controlling_entity,ACCORD BEACH LLC,us_sd,US,DL207830,United States of America
SALAD TECHNOLOGIES INC.,471308-112,pr,controlling_entity,"SALAD TECHNOLOGIES, INC.",us_de,US,6817646,United States of America
SUR180 THERAPEUTICS INC.,471016-1512,pr,controlling_entity,"Sur180 Therapeutics, LLC",us_tx,US,0804116081,United States of America
KAMI METALS LLC,470793-1512,pr,controlling_entity,"KAMI METALS, LLC",us_ca,US,201004310106,United States of America
"EXCESS TELECOM, INC.",470575-112,pr,controlling_entity,"EXCESS TELECOM, INC.",us_ca,US,3559047,United States of America
CONCORDIA PUERTO RICO LLC,470450-1512,pr,controlling_entity,CONCORDIA PUERTO RICO LLC,us_oh,US,4617887,United States of America
"GENER8TOR MANAGEMENT, LLC",469905-1512,pr,controlling_entity,"GENER8TOR MANAGEMENT, LLC",us_wi,US,G051236,United States of America
CENTRAL FLORIDA ADVISOR GROUP INC.,469651-112,pr,controlling_entity,"CENTRAL FLORIDA ADVISOR GROUP, INC.",us_fl,US,P17000089114,United States of America
ENSEMBLE COMMERCIAL SERVICES LLC,469366-1512,pr,controlling_entity,"ENSEMBLE COMMERCIAL SERVICES, LLC",us_md,US,W18684167,United States of America
HOMELAND PROTECTIVE SURVEILLANCE GROUP INC.,468981-112,pr,controlling_entity,"HOMELAND PROTECTIVE SURVEILLANCE GROUP, INC.",us_ny,US,4837850,United States of America
"FIFTH THIRD BANK, NATIONAL ASSOCIATION",468777-312,pr,controlling_entity,"FIFTH THIRD BANK, NATIONAL ASSOCIATION CORP.",us_oh,US,,United States of America
NATIONAL ASSOCIATION OF SOCIAL WORKERS,468658-112,pr,controlling_entity,NATIONAL ASSOCIATION OF SOCIAL WORKERS,us_de,US,489312,United States of America
PARMED HOLDINGS LLC,468515-1512,pr,controlling_entity,PARMED HOLDINGS LLC,us_de,US,5724824,United States of America
"GBS INSURANCE AND FINANCIAL SERVICES, INC.",468310-112,pr,controlling_entity,"GBS AND FINANCIAL SERVICES, INC.",us_de,US,,United States of America
PAUL J. FORD AND COMPANY,468008-112,pr,controlling_entity,PAUL J. FORD AND COMPANY,us_oh,US,400981,United States of America
EDELSON P.C.,467749-112,pr,controlling_entity,EDELSON P.C.,us_il,US,CORP_68897165,United States of America
"INTERSTATE RENEWABLE ENERGY COUNCIL, INC.",467368-122,pr,controlling_entity,"INTERSTATE RENEWABLE ENERGY COUNCIL, INC.",us_fl,US,761899,United States of America
INTERMEDIA ANALYTICS LLC,467203-1512,pr,controlling_entity,INTERMEDIA ANALYTICS LLC,us_de,US,5736061,United States of America
"DESCARTES INSURANCE SOLUTIONS AGENCY, INC.",466856-112,pr,controlling_entity,"DESCARTES INSURANCE SOLUTIONS AGENCY, INC.",us_de,US,,United States of America
"JOHCM FUNDS DISTRIBUTORS, LLC",466557-1512,pr,controlling_entity,"PERPETUAL AMERICAS FUNDS DISTRIBUTORS, LLC",us_ny,US,3466371,United States of America
CENTER FOR POPULAR DEMOCRACY INC.,466321-122,pr,controlling_entity,"CENTER FOR POPULAR DEMOCRACY, INC.",us_ny,US,4157683,United States of America
"BENECARD CENTRAL FILL OF PA, LLC",465833-1512,pr,controlling_entity,"BENECARD CENTRAL FILL OF PA, LLC",us_fl,US,L08000083747,United States of America
INDEPENDENT PHARMACY COOPERATIVE,465476-112,pr,controlling_entity,INDEPENDENT PHARMACY INC.,us_wi,US,,United States of America
SWCA INCORPORATED,465267-112,pr,controlling_entity,"SWCA, INCORPORATED",us_az,US,01646387,United States of America
"ACH FOOD COMPANIES, INC.",465093-112,pr,controlling_entity,"ACH FOOD COMPANIES, INC.",us_de,US,2531427,United States of America
ENVALUEPR INCORPORATED,464900-112,pr,controlling_entity,ENVALUEPR INCORPORATED,us_ny,US,5936406,United States of America
"DIGITAL INTELLIGENCE SYSTEMS, LLC",464511-1512,pr,controlling_entity,"DIGITAL INTELLIGENCE SYSTEMS, LLC",us_de,US,5166927,United States of America
REDBRIDGE REINSURANCE MANAGERS CORPORACIÓN,464322-112,pr,controlling_entity,REDBRIDGE REINSURANCE MANAGERS CORPORACIÓN,us_fl,US,,United States of America
"BROWN-FORMAN-WORLDWIDE, L.L.C.",464-1532,pr,controlling_entity,"BROWN-FORMAN WORLDWIDE, L.L.C.",us_de,US,2424001,United States of America
PROSKAUER ROSE LLP,463857-812,pr,controlling_entity,PROSKAUER ROSE LLP,us_ny,US,1888647,United States of America
LUX REALTY LLC,463599-1512,pr,controlling_entity,LUX REALTY LLC,us_de,US,4573917,United States of America
"CEOHR, INC.",463274-112,pr,controlling_entity,"CEOHR, INC",us_fl,US,P17000075923,United States of America
BREX PAYMENTS LLC,462638-1512,pr,controlling_entity,BREX PAYMENTS LLC,us_de,US,3011724,United States of America
"EMPLOYER FLEXIBLE HR VI, LLC",462405-1512,pr,controlling_entity,"Employer Flexible HR VI, LLC",us_tx,US,0803490216,United States of America
MSC FUND I LLC,461843-1512,pr,controlling_entity,MSC FUND I LLC,us_de,US,,United States of America
"SUNRUN BALERION II OWNER 2021, LLC",461219-1512,pr,controlling_entity,"SUNRUN BALERION II OWNER 2021, LLC",us_de,US,5092090,United States of America
AA FLORIDA CONCRETE LLC,461084-1512,pr,controlling_entity,AA FLORIDA CONCRETE LLC,us_fl,US,L19000104277,United States of America
"N 721 CC, LLC",460816-1512,pr,controlling_entity,"N 721 CC, LLC",us_de,US,4631283,United States of America
"SUNNOVA TEP V-C, LLC",460604-1512,pr,controlling_entity,"SUNNOVA TEP V-C, LLC",us_de,US,4975986,United States of America
"K2 CONTRACTING GROUP, LLC",460307-1512,pr,controlling_entity,"K2 CONTRACTING GROUP, LLC",us_va,US,S4998524,United States of America
TRIKOASTAL INVESTMENT CORP.,460075-112,pr,controlling_entity,Trikoastal Investment Corp,us_wy,US,2014-000673178,United States of America
ATLA CAPITAL MANAGEMENT LLC,459650-1512,pr,controlling_entity,ATLA CAPITAL MANAGEMENT LLC,us_de,US,3293221,United States of America
"SUNRUN JUNO OWNER 2021, LLC",459439-1512,pr,controlling_entity,"SUNRUN JUNO OWNER 2021, LLC",us_de,US,4317772,United States of America
"PROTEIN DYNAMIC SOLUTIONS, INC.",458905-112,pr,controlling_entity,"PROTEIN DYNAMIC SOLUTIONS, INC.",us_ma,US,001414311,United States of America
MOLLIE GERBER DESIGN LLC,458596-1511,pr,controlling_entity,"Mollie Gerber Design, LLC",us_tx,US,0803076383,United States of America
1719 CAPITAL GP LLC,458366-1512,pr,controlling_entity,1719 CAPITAL GP LLC,us_de,US,3111941,United States of America
VERUS HEALTHCARE LLC,458053-1512,pr,controlling_entity,VERUS HEALTHCARE LLC,us_de,US,4006875,United States of America
PR PHARMACY PARTNERS LLC,457553-1512,pr,controlling_entity,PR PHARMACY PARTNERS LLC,us_de,US,4653251,United States of America
X KX LLC,456476-1512,pr,controlling_entity,"X KX, LLC",us_nv,US,E0147942015-9,United States of America
CORAZON LATINO INC.,456251-122,pr,controlling_entity,CORAZON LATINO INC.,us_wa,US,,United States of America
UMLAUT LLC,456036-112,pr,controlling_entity,umlaut LLC,us_co,US,20051380900,United States of America
"CONSULTIVA WEALTH MANAGEMENT, CORP.",455774-112,pr,controlling_entity,"CONSULTIVA WEALTH MANAGEMENT, CORP.",us_ny,US,5867135,United States of America
D.H. GRIFFIN WRECKING COMPANY INC.,455647-112,pr,controlling_entity,"D. H. Griffin Wrecking Company, Inc.",us_nc,US,0062933,United States of America
LA MERCED ELDERLY MANAGER CORP.,455414-112,pr,controlling_entity,LA MERCED ELDERLY MANAGER CORP.,us_de,US,6281818,United States of America
RED CLOVER 1 L.L.C.,454717-1512,pr,controlling_entity,RED CLOVER 1 LLC,us_de,US,7243479,United States of America
NU3 INC.,454430-112,pr,controlling_entity,NU3 INC.,us_il,US,CORP_72674936,United States of America
EDGON FINANCIAL OF PUERTO RICO LIMITED LIABILITY COMPANY,454392-1512,pr,controlling_entity,EDGON FINANCIAL OF PUERTO RICO LIMITED LIABILITY COMPANY,us_ct,US,,United States of America
EAST BEACH 7 LLC,454220-1512,pr,controlling_entity,"EAST BEACH 7, LLC",us_az,US,L20930672,United States of America
"VIRIYA CONSULTING, LLC",454056-1512,pr,controlling_entity,"VIRIYA CONSULTING, LLC",us_mo,US,LC001536443,United States of America
"STEPHENS INSURANCE, LLC",453699-1512,pr,controlling_entity,"STEPHENS INSURANCE, LLC",us_ar,US,800087297,United States of America
"EAST WEST PAYROLL SERVICES, LTD.",453517-112,pr,controlling_entity,"EAST WEST PAYROLL SERVICES, LTD",us_md,US,D04147955,United States of America
CGH TECHNOLOGIES INC.,453196-112,pr,controlling_entity,"CGH TECHNOLOGIES, INC",us_md,US,D02709012,United States of America
"ASOCIACION DE CAPELLANES AHIEZER, INC.",453-122,pr,controlling_entity,"ASOCIACION DE CAPELLANES AHIEZER,INC.",us_fl,US,N08000010240,United States of America
"SCHOOL OF VISUAL ARTS, LLC",452673-1512,pr,controlling_entity,"SCHOOL OF VISUAL ARTS, LLC",us_ny,US,4902128,United States of America
SLIDE GUYS RESTORATION INC.,452483-112,pr,controlling_entity,SLIDE GUYS RESTORATION INC.,us_mi,US,802264646,United States of America
NAVALES ENTERPRISES INC.,452300-112,pr,controlling_entity,"NAVALES ENTERPRISES, INC.",us_tx,US,0142119500,United States of America
PANACHE MARKETING GROUP LLC,452005-1512,pr,controlling_entity,"PANACHE MARKETING GROUP, LLC",us_co,US,20001092408,United States of America
FDH INFRASTRUCTURE SERVICES LLC,451666-1512,pr,controlling_entity,"FDH INFRASTRUCTURE SERVICES, LLC",us_de,US,2975881,United States of America
TOSCANO CLEMENTS TAYLOR LLC,451113-1512,pr,controlling_entity,"TOSCANO CLEMENTS TAYLOR, LLC",us_ny,US,3552329,United States of America
VERUS MANAGEMENT GROUP LLC,450878-1512,pr,controlling_entity,VERUS MANAGEMENT GROUP LLC,us_nj,US,0450464804,United States of America
MACY'S NORTH STAR RELIEF FUND,450288-122,pr,controlling_entity,MACY'S NORTH STAR RELIEF FUND,us_de,US,3351149,United States of America
VECTRA INTERNATIONAL CORPORATION,449691-112,pr,controlling_entity,VECTRA INTERNATIONAL CORPORATION,us_sd,US,,United States of America
KIMBERLYHARE LLC,449287-1512,pr,controlling_entity,KIMBERLYHARE LLC,us_sc,US,575004,United States of America
MIGRANT CLINICIANS NETWORK INC.,448846-122,pr,controlling_entity,"MIGRANT CLINICIANS NETWORK, INC.",us_tx,US,0124166801,United States of America
"ACRISURE OF CALIFORNIA, LLC",448644-1512,pr,controlling_entity,"ACRISURE OF CALIFORNIA, LLC",us_mi,US,801788271,United States of America
SIMPSON GUMPERTZ & HEGER INC.,448163-112,pr,controlling_entity,SIMPSON GUMPERTZ & HEGER INC.,us_ma,US,042256923,United States of America
"MOBILITIE INVESTMENTS IV, LLC",447712-1512,pr,controlling_entity,"MOBILITIE INVESTMENTS IV, LLC",us_de,US,5927024,United States of America
CELLEBRITE INC.,447145-112,pr,controlling_entity,CELLEBRITE INC.,us_de,US,3330303,United States of America
"MACY'S RETAIL HOLDINGS, LLC",446988-1512,pr,controlling_entity,"MACY’S RETAIL HOLDINGS, LLC",us_oh,US,4493025,United States of America
BRUNS-PAK WORLDWIDE INC.,446485-112,pr,controlling_entity,"BRUNS-PAK WORLDWIDE, INC.",us_nj,US,0100783907,United States of America
"COMINO FILM TRANSPORTATION, LLC",446185-1512,pr,controlling_entity,"COMINO FILM TRANSPORTATION, LLC",us_de,US,3129548,United States of America
"FREY SANTANA GROUP, LLC",445908-1512,pr,controlling_entity,"FREY SANTANA GROUP, LLC",us_fl,US,L17000256194,United States of America
"SUNNOVA TEP IV-D, LLC",445159-1512,pr,controlling_entity,"SUNNOVA TEP IV-D, LLC",us_de,US,7906748,United States of America
SQUARETRADE INS SERVICES INC.,444650-112,pr,controlling_entity,SQUARETRADE INS SERVICES INC.,us_de,US,,United States of America
PRABA LLC,444338-1512,pr,controlling_entity,PRABA LLC,us_fl,US,L20000048889,United States of America
CASA LINDA MANAGER CORP.,444132-112,pr,controlling_entity,CASA LINDA MANAGER CORP.,us_de,US,7863726,United States of America
"HACIENDA SAN MIGUEL, LLC",444035-1511,pr,controlling_entity,"HACIENDA SAN MIGUEL, LLC",us_de,US,7972188,United States of America
SMA SOLAR TECHNOLOGY AMERICA LLC,443581-1512,pr,controlling_entity,SMA SOLAR TECHNOLOGY AMERICA LLC,us_de,US,3293519,United States of America
"POWERCOIN, LLC",443062-1512,pr,controlling_entity,"PowerCoin, LLC",us_pa,US,7046954,United States of America
"REVANCE THERAPEUTICS, INC.",442850-112,pr,controlling_entity,"REVANCE THERAPEUTICS, INC.",us_de,US,3074007,United States of America
APIFINY ASSET NETWORK INC.,442629-112,pr,controlling_entity,APIFINY ASSET NETWORK INC.,us_de,US,,United States of America
"LFT FILM PRODUCTION, LLC",442292-1512,pr,controlling_entity,LFT FILM PRODUCTION LLC,us_de,US,7897739,United States of America
"RADIO CANTICO NUEVO, INC.",442-122,pr,controlling_entity,"RADIO CANTICO NUEVO, INC.",us_nj,US,0100953530,United States of America
SAFILO USA CORPORATION,441730-112,pr,controlling_entity,SAFILO USA CORPORATION,us_nj,US,,United States of America
PRICE FORBES MIAMI INC.,441338-112,pr,controlling_entity,PRICE FORBES MIAMI INC.,us_fl,US,P15000093512,United States of America
AVAYA CLOUD INC.,441105-112,pr,controlling_entity,AVAYA CLOUD INC.,us_de,US,5114582,United States of America
