grantee,registration_index,corp_name,status_es,match_type
AMPHENOL ADVANCED SENSORS PUERTO RICO LLC,332031-1511,AMPHENOL ADVANCED SENSORS PUERTO RICO LLC,ACTIVA,exact
"GREAT BAY ENERGY VI, LLC",332365-1511,GREAT BAY ENERGY VI LLC,DISUELTA,exact
"Carlos Escribano, LLC",334592-1511,CARLOS ESCRIBANO LLC,ACTIVA,exact
Silgan Containers Manufacturing Puerto Rico LLC,334856-1511,SILGAN CONTAINERS MANUFACTURING PUERTO RICO LLC,ACTIVA,exact
"Lufthansa Technik Puerto Rico, LLC",334930-1511,LUFTHANSA TECHNIK PUERTO RICO LLC,ACTIVA,exact
"Green Tire Recycle, Inc.",335705-111,GREEN TIRE RECYCLE INC.,DISUELTA,exact
"GREAT BAY ENERGY VII, LLC",336534-1511,GREAT BAY ENERGY VII LLC,DISUELTA,exact
Turnos Media LLC,336951-1511,TURNOS MEDIA L.L.C.,ACTIVA,exact
"TPI Cloud Hosting, Inc.",337634-111,"TPI CLOUD HOSTING, INC.",ACTIVA,exact
DDS CARIBBEAN CORP,337028-111,DDS CARIBBEAN CORP.,ACTIVA,exact
"AKCELITA, LLC",340045-1511,"AKCELITA, LLC",ACTIVA,exact
"Coco Rico, LLC",340425-1511,COCO RICO LLC,ACTIVA,exact
Organic Fuel LLC,341611-1511,"ORGANIC FUEL, L.L.C.",ACTIVA,exact
"Abarca Technologies, LLC",341376-1511,"ABARCA TECHNOLOGIES, LLC",ACTIVA,exact
Social Solutions LLC,343878-1511,SOCIAL SOLUTIONS LLC,ACTIVA,exact
"GREAT BAY MARITIME TRADING, LLC",343674-1511,"GREAT BAY MARITIME TRADING, LLC",DISUELTA,exact
"VWR ADVANCED INSTRUMENTS, LLC",345122-1511,"VWR ADVANCED INSTRUMENTS, LLC",ACTIVA,exact
Romark Global Pharma LLC,345161-1511,"ROMARK GLOBAL PHARMA, LLC",ACTIVA,exact
"P.R. Textile Recycling, LLC",344863-1511,P.R. TEXTILE RECYCLING LLC,ACTIVA,exact
Defpac Corporation ,349095-111,DEFPAC CORPORATION,ACTIVA,exact
Bold Holdings LLC,352357-1511,BOLD HOLDINGS LLC,ACTIVA,exact
"Imprint, LLC",352776-1511,"IMPRINT, LLC",CANCELADA,exact
"AIAC INTERNATIONAL PHARMA, LLC",353535-1511,"AIAC INTERNATIONAL PHARMA, LLC",ACTIVA,exact
MATI APPLICATION SOLUTIONS LLC,360430-1511,MATI APPLICATION SOLUTIONS LLC,ACTIVA,exact
"FUTUCARE, LLC",362166-111,FUTUCARE LLC,ACTIVA,exact
Abartys Health LLC,363186-1511,ABARTYS HEALTH LLC,ACTIVA,exact
"Advanced Suture, Inc.",363464-111,ADVANCED SUTURE INC.,ACTIVA,exact
"Print 1, LLC",363761-1511,PRINT 1 L.L.C.,ACTIVA,exact
Mesh Suture Inc.,363885-111,MESH SUTURE INC.,ACTIVA,exact
"CROWLEY LNG PUERTO RICO, LLC",365130-1511,"CROWLEY LNG PUERTO RICO, LLC",ACTIVA,exact
Berkey International LLC,365440-1511,BERKEY INTERNATIONAL LLC,ACTIVA,exact
ROMARK PROPERTIES LLC ,366428-1512,"ROMARK PROPERTIES, LLC",CANCELADA,exact
ABBOT OPTICAL PRODUCTS LLC,366585-1511,"ABBOT OPTICAL PRODUCTS, LLC",ACTIVA,exact
JJM SERVICES LLC,367486-1511,"JJM SERVICES, LLC",ACTIVA,exact
Cars Investments LLC,368031-1511,CARS INVESTMENTS LLC,ACTIVA,exact
JMed Technology LLC,368077-1511,"JMED TECHNOLOGY, LLC",ACTIVA,exact
"Atlantic Technical Organization, LLC",369141-1511,"ATLANTIC TECHNICAL ORGANIZATION, LLC",ACTIVA,exact
Dealer Market Exchange PR LLC,369473-1511,DEALER MARKET EXCHANGE PR LLC,CANCELADA,exact
GBG RECYCLING SOLUTIONS LLC,370760-1511,GBG RECYCLING SOLUTIONS LLC,ACTIVA,exact
Caribe Holdings (Cayman) Co. LTD. Corporation,369541-113,CARIBE HOLDINGS (CAYMAN) CO. LTD. CORPORATION,ACTIVA,exact
"OMEGA, INC",373397-1011,"OMEGA, INC.",ACTIVA,exact
"DOCUMENT CONTROL SYSTEMS, INC",373761-111,DOCUMENT CONTROL SYSTEMS INC.,ACTIVA,exact
"HEWLETT PACKARD CARIBE B.V., LLC",3-1533,"HEWLETT PACKARD CARIBE, BV LLC",RETIRADA,exact
Agreliant Genetics LLC,6-1532,"AGRELIANT GENETICS, LLC",RETIRADA,exact
ERNST & YOUNG PUERTO RICO LLP,7-812,ERNST & YOUNG PUERTO RICO LLP,EXPIRADA,exact
Surface Igniter LLC,8-1531,"SURFACE IGNITER, LLC",ACTIVA,exact
Janssen Ortho LLC,12-1532,JANSSEN ORTHO LLC,ACTIVA,exact
"MSD International GMBH (Puerto Rico Branch), LLC",12-1533,MSD INTERNATIONAL GMBH (PUERTO RICO BRANCH) LLC,ACTIVA,exact
"Schering-Plough Products, LLC",20-1532,"SCHERING-PLOUGH PRODUCTS, LLC",CANCELADA,exact
"Microsoft Operations Puerto Rico, LLC",41-1531,"MICROSOFT OPERATIONS PUERTO RICO, LLC",DISUELTA,exact
Banco Popular de Puerto Rico,44-311,BANCO POPULAR DE PUERTO RICO,ACTIVA,exact
ERNST & YOUNG PUERTO RICO LLP,63-812,ERNST & YOUNG PUERTO RICO LLP,EXPIRADA,exact
Beverage Plastics LLC,105-1532,BEVERAGE PLASTICS LLC,CANCELADA,exact
"Veolia ES Technical Solutions, LLC",125-1532,"VEOLIA ES TECHNICAL SOLUTIONS, L.L.C.",ACTIVA,exact
"CRB Caribe, LLP",132-811,CRB CARIBE LLP,CANCELADA,exact
CORDIS LLC,17-1532,"CORDIS, LLC",RETIRADA,exact
"Prent Puerto Rico, LLC",22-1531,"PRENT PUERTO RICO, LLC",ACTIVA,exact
"TELEVICENTRO OF PUERTO RICO, LLC",109-1532,"TELEVICENTRO OF PUERTO RICO, LLC",ACTIVA,exact
Cordis LLC,17-1532,"CORDIS, LLC",RETIRADA,exact
"PRENT PUERTO RICO, LLC",22-1531,"PRENT PUERTO RICO, LLC",ACTIVA,exact
"CRB Caribe, LLP",191-811,"CRB CARIBE, LLP",ACTIVA,exact
"VWR ADVANCED INSTRUMENTS, LLC",208-1531,"VWR ADVANCED INSTRUMENTS, LLC",DISUELTA,exact
TOUCHSTONE WIRELESS LATIN AMERICA LLC,232-1531,"TOUCHSTONE WIRELESS LATIN AMERICA, LLC",ACTIVA,exact
"APP pharmaceuticals Manufacturing, LLC",250-1531,"APP PHARMACEUTICALS MANUFACTURING, LLC",DISUELTA,exact
"Pall Life Sciences Puerto Rico, LLC",286-1531,"PALL LIFE SCIENCES PUERTO RICO, LLC",ACTIVA,exact
UNIPRO Architects and Engineers LLP,289-811,"UNIPRO ARCHITECTS AND ENGINEERS, LLP.",EXPIRADA,exact
Banco Popular de Puerto Rico,291-311,BANCO POPULAR DE PUERTO RICO,DISUELTA,exact
CSA GROUP INTERNATIONAL LLC,297-1531,"CSA GROUP INTERNATIONAL, LLC",CANCELADA,exact
ADM Alliance Nutrition of Puerto Rico LLC,325-1531,"ADM ALLIANCE NUTRITION OF PUERTO RICO, LLC",ACTIVA,exact
SOL PUERTO RICO LIMITED,335-112,SOL PUERTO RICO LIMITED,ACTIVA,exact
OCEAN SPRAY OF PUERTO RICO LLC,364-1531,OCEAN SPRAY OF PUERTO RICO L.L.C.,DISUELTA,exact
Puerto Rico Rice LLC,280-1531,"PUERTO RICO RICE, LLC",ACTIVA,exact
Bacardi Corporation,557-112,BACARDI CORPORATION,ACTIVA,exact
Banco Popular de Puerto Rico,562-311,BANCO POPULAR DE PUERTO RICO,CANCELADA,exact
"ISLA LAB CARIBBEAN, LLC.",635-1531,ISLA LAB CARIBBEAN LLC,ACTIVA,exact
Mandiola Holdings PR LLC,735-1532,MANDIOLA HOLDINGS PR LLC,RETIRADA,exact
FORWARD HOLDING COMPANY LLC,743-1531,"FORWARD HOLDING COMPANY, L.L.C.",ACTIVA,exact
DOW CHEMICAL INTER-AMERICAN LIMITED,759-112,DOW CHEMICAL INTER-AMERICAN LIMITED,ACTIVA,exact
AVON PRODUCTS INC,822-112,"AVON PRODUCTS, INC.",CANCELADA,exact
"SunE DDR PR, LLC",854-1532,"SUNE DDR PR, LLC",RETIRADA,exact
"Comar Unicon Puerto Rico, LLC",857-1532,COMAR UNICON PUERTO RICO LLC,ACTIVA,exact
"CDI THERMOFORMING, LLC",897-1532,"CDI THERMOFORMING, LLC",CANCELADA,exact
MBR PR LLC,898-1532,"MBR PR, LLC",CANCELADA,exact
"IPA Caribbean, LLC",928-1532,"IPA CARIBBEAN, LLC",CANCELADA,exact
"RAC ENTERPRISES, LLC",930-1531,"RAC ENTERPRISES, L.L.C.",ACTIVA,exact
"BLUE BEETLE II, LLC.",969-1532,"BLUE BEETLE II, LLC",CANCELADA,exact
GVT Realty LLC,971-1531,GVT REALTY LLC,ACTIVA,exact
"Global Precision Systems, LLC",1040-1512,"GLOBAL PRECISION SYSTEMS, LLC",RETIRADA,exact
Droguería Central Inc.,1110-111,"DROGUERIA CENTRAL, INC.",CANCELADA,exact
"PET PLASTICS, LLC",1115-1531,"PET PLASTICS, LLC",ACTIVA,exact
"Advanced Technology Services Puerto Rico, LLC",1123-1531,"ADVANCED TECHNOLOGY SERVICES PUERTO RICO, LLC",DISUELTA,exact
"ONE PLANET CARIBBEAN, LLC",1192-1531,"ONE PLANET CARIBBEAN, LLC",CANCELADA,exact
COMAR UNICON PUERTO RICO LLC,857-1532,COMAR UNICON PUERTO RICO LLC,ACTIVA,exact
St. Jude Medical Puerto Rico LLC,889-1531,ST. JUDE MEDICAL PUERTO RICO LLC,ACTIVA,exact
"St. Jude Medical Puerto Rico, LLC",889-1531,ST. JUDE MEDICAL PUERTO RICO LLC,ACTIVA,exact
Sealy Mattress Company of Puerto Rico,1243-112,SEALY MATTRESS COMPANY OF PUERTO RICO,ACTIVA,exact
"Center for Diagnosis, Rehabilitation and Pain Treatment of the Caribbean and International, L.L.C.",1266-1531,"CENTER FOR DIAGNOSIS REHABILITATION AND PAIN TREATMENT OF THE CARIBBEAN AND INTERNATIONAL, L.L.C.",CANCELADA,exact
JIF TRADING LLC,1330-1531,JIF TRADING LLC,ACTIVA,exact
"Quantum-AIP, LLC",1428-1531,"QUANTUM-AIP, LLC",ACTIVA,exact
"The Hertell Group, LLC",1490-1531,THE HERTELL GROUP LLC,ACTIVA,exact
Prime Printing LLC,1553-1531,PRIME PRINTING L.L.C.,CANCELADA,exact
"HERITAGE ENVIRONMENTAL SERVICES PR, LLC",1583-1531,"HERITAGE ENVIRONMENTAL SERVICES PR, LLC",DISUELTA,exact
3M Caribe LLC,1670-1531,3M CARIBE LLC,DISUELTA,exact
Beverage Plastics LLC,1677-1531,BEVERAGE PLASTICS LLC,DISUELTA,exact
SEALY MATTRESS COMPANY OF PUERTO RICO,1243-112,SEALY MATTRESS COMPANY OF PUERTO RICO,ACTIVA,exact
"Compañia Cervecera de Puerto Rico, Inc.",1255-111,"COMPAÑÍA CERVECERA DE PUERTO RICO, INC.",ACTIVA,exact
"Cemex de Puerto Rico, Inc.",1272-111,"CEMEX DE PUERTO RICO, INC.",ACTIVA,exact
SUNEDISON PUERTO RICO LLC,1427-1531,SUNEDISON PUERTO RICO LLC,ACTIVA,exact
Compañía Cervecera de Puerto Rico Inc.,1255-111,"COMPAÑÍA CERVECERA DE PUERTO RICO, INC.",ACTIVA,exact
CEMEX DE PUERTO RICO INC,1272-111,"CEMEX DE PUERTO RICO, INC.",ACTIVA,exact
ARLET AVIATION LLC,1723-1531,"ARLET AVIATION, LLC",ACTIVA,exact
APRENDIS LLC,1809-1531,"APRENDIS, LLC",ACTIVA,exact
Molinos Premium Rice LLC,1883-1531,MOLINOS PREMIUM RICE LLC,ACTIVA,exact
212 AG LLC ,1996-1531,"212 AG, LLC",CANCELADA,exact
"LOS MUCHACHOS BAKERY, LLC",1683-1531,LOS MUCHACHOS BAKERY LLC,ACTIVA,exact
"CC1 CARIBBEAN PRODUCTS, LLC",1889-1531,CC1 CARIBBEAN PRODUCTS. LLC,ACTIVA,exact
"ASHFORD VENTURE PARTNERS GP, LLC",2240-1531,"ASHFORD VENTURE PARTNERS GP, LLC",ACTIVA,exact
"BLANCO Y RIERA, INC.",2268-111,"BLANCO Y RIERA, INC.",ACTIVA,exact
Rovira Biscuit Corporation,2307-111,ROVIRA BISCUIT CORPORATION,ACTIVA,exact
"DECONT, LLC",2317-1531,DECONT LLC,ACTIVA,exact
"CC1 Industries, LLC",2321-1531,"CC1 INDUSTRIES, LLC",ACTIVA,exact
"CARIBBEAN CAN MANUFACTURING COMPANY, LLC",2426-1531,"CARIBBEAN CAN MANUFACTURING COMPANY, LLC",ACTIVA,exact
"Visual Marketing Solutions, LLC",2492-1531,VISUAL MARKETING SOLUTIONS LLC,CANCELADA,exact
PSI INTERNATIONAL LLC,2545-1531,PSI INTERNATIONAL LLC,ACTIVA,exact
"Computer Expert Group, LLC",2585-1531,"COMPUTER EXPERT GROUP, LLC",ACTIVA,exact
"TRADEWIND FOODS, INC.",2622-112,"TRADEWIND FOODS, INC.",CANCELADA,exact
Hugo Neu Americas SA LLC,2668-1531,"HUGO NEU AMERICAS SA, LLC",ACTIVA,exact
GP Metal LLC,2670-1531,"GP METAL, LLC",CANCELADA,exact
"YARBOROUGH & ASSOCIATES, LLC",2694-1531,"YARBOROUGH & ASSOCIATES, LLC",CANCELADA,exact
"GREAT BAY ENERGY II, LLC",2814-1531,"GREAT BAY ENERGY II, LLC",DISUELTA,exact
"GREAT BAY ENERGY IV, LLC",2815-1531,"GREAT BAY ENERGY IV, LLC",DISUELTA,exact
"Great Bay Energy, LLC",2816-1531,"GREAT BAY ENERGY, LLC",DISUELTA,exact
"FREDERICK LEE, INC",2851-111,"FREDERICK LEE, INC.",CANCELADA,exact
"Ingeniador, LLC",2856-1531,"INGENIADOR, LLC",ACTIVA,exact
Kiaras LLC,2858-1531,"KIARAS, LLC",ACTIVA,exact
"Destileria Serralles, Inc.",2859-111,DESTILERIA SERRALLES INC.,ACTIVA,exact
"Caribbean Refrescos, Inc.",2872-112,"CARIBBEAN REFRESCOS, INC.",ACTIVA,exact
"ECO CARIBE RECYCLING, LLC",2966-1531,"ECO CARIBE RECYCLING, LLC",CANCELADA,exact
"B.B. BEDDING, LLC",3002-1511,"B.B. BEDDING, LLC",ACTIVA,exact
"Buckeye Caribbean Terminals, LLC",3066-1511,BUCKEYE CARIBBEAN TERMINALS LLC,ACTIVA,exact
EMERSON PUERTO RICO INC,3075-112,"EMERSON PUERTO RICO, INC.",DISUELTA,exact
"GREAT BAY ENERGY I, LLC",2817-1531,"GREAT BAY ENERGY I, LLC",DISUELTA,exact
"CARIBBEAN REFRESCOS, INC.",2872-112,"CARIBBEAN REFRESCOS, INC.",ACTIVA,exact
CLUB CARIBE DISTILLERS LLC,2873-1511,"CLUB CARIBE DISTILLERS, LLC",ACTIVA,exact
BB Bedding LLC,3002-1511,"B.B. BEDDING, LLC",ACTIVA,exact
RANSBURG MANUFACTURING CORPORATION,3304-112,RANSBURG MANUFACTURING CORPORATION,DISUELTA,exact
"Thermo King de Puerto Rico, Inc.",3312-112,"THERMO KING DE PUERTO RICO, INC",ACTIVA,exact
"PIRATE TRADING, LLC ",3322-1531,"PIRATE TRADING, LLC",ACTIVA,exact
"GREAT BAY ENERGY III, LLC",3536-1531,"GREAT BAY ENERGY III, LLC",DISUELTA,exact
OPERATING PARTNERS CO. LLC,3542-1531,"OPERATING PARTNERS CO, LLC",ACTIVA,exact
"THERMO KING DE PUERTO RICO, INC.",3312-112,"THERMO KING DE PUERTO RICO, INC",ACTIVA,exact
"Lausell Inc,",3321-111,"LAUSELL, INC.",CANCELADA,exact
"Green Recycling Solutions, LLC",3560-1531,GREEN RECYCLING SOLUTIONS LLC,ACTIVA,exact
"Puma Energy Refining and Supply, LLC",3567-1531,PUMA ENERGY REFINING AND SUPPLY LLC,DISUELTA,exact
"AIR MASTER AWNING, LLC.",3593-1531,AIR MASTER AWNING LLC,ACTIVA,exact
"SC Johnson de Puerto Rico, Inc.",3602-112,"S.C. JOHNSON DE PUERTO RICO, INC.",ACTIVA,exact
PFIZER PHARMACEUTICALS INC,3618-112,"PFIZER PHARMACEUTICALS, INC.",CANCELADA,exact
Compañía de Mármol de Puerto Rico,3667-111,COMPAÑIA DE MARMOL DE PUERTO RICO,ACTIVA,exact
"EDMUNDO B. FERNANDEZ, INC.",3693-111,"EDMUNDO B. FERNÁNDEZ, INC.",ACTIVA,exact
"EVERTEC GROUP, LLC",3778-1531,"EVERTEC GROUP, LLC",ACTIVA,exact
AVON PRODUCTS INC,3814-112,"AVON PRODUCTS, INC.",ACTIVA,exact
"Cadillac Group Realty, LLC",3911-1531,"CADILLAC GROUP REALTY, LLC.",ACTIVA,exact
Trigo Corp.,3955-111,TRIGO CORP.,ACTIVA,exact
AIR MASTER AWNING LLC,3593-1531,AIR MASTER AWNING LLC,ACTIVA,exact
"Evertec Group, LLC",3778-1531,"EVERTEC GROUP, LLC",ACTIVA,exact
"Organics Management of Puerto Rico, LLC",3902-1511,"ORGANICS MANAGEMENT OF PUERTO RICO, LLC",CANCELADA,exact
Trigo Corp,3955-111,TRIGO CORP.,ACTIVA,exact
Evertec Group LLC,3778-1531,"EVERTEC GROUP, LLC",ACTIVA,exact
"CAROLINA INTERNATIONAL, INC.",3992-112,"CAROLINA INTERNATIONAL, INC.",CANCELADA,exact
Cortes Hermanos LLC,4060-1511,CORTES HERMANOS LLC,ACTIVA,exact
"SONOCO OF PUERTO RICO, INC.",4090-112,"SONOCO OF PUERTO RICO, INC.",RETIRADA,exact
MOLINOS DE PUERTO RICO LLC,4105-1531,"MOLINOS DE PUERTO RICO, LLC",ACTIVA,exact
"Aceros de America, Inc.",4110-112,"ACEROS DE AMERICA, INC.",DISUELTA,exact
"CIC CONSTRUCTION GROUP, LLC",4129-1531,CIC CONSTRUCTION GROUP LLC,ACTIVA,exact
"B. FERNANDEZ & HNOS, INC.",4243-111,"B. FERNANDEZ & HNOS., INC.",ACTIVA,exact
"NYPRO PUERTO RICO, INC.",4289-112,"NYPRO PUERTO RICO, INC.",ACTIVA,exact
"HANES MENSWEAR, INC.",4301-112,"HANES MENSWEAR, INC.",CONVERSIÓN,exact
INTERNET VISION DEVELOPMENT (INVID) LLC,4355-1531,"INTERNET VISION DEVELOPMENT (INVID), LLC",ACTIVA,exact
"CORTES HERMANOS, LLC",4060-1511,CORTES HERMANOS LLC,ACTIVA,exact
BALI FOUNDATIONS INC.,4547-112,"BALI FOUNDATIONS, INC.",CANCELADA,exact
Bearing Buddy Inc.,4551-112,"BEARING BUDDY, INC.",CANCELADA,exact
"ORTHO-TAIN, INC.",4567-112,"ORTHO-TAIN, INC.",CANCELADA,exact
Puerto Rico Wire Products Inc.,4609-111,"PUERTO RICO WIRE PRODUCTS, INC.",ACTIVA,exact
"EX-LAX, INC.",4610-112,"EX-LAX, INC.",CANCELADA,exact
"CROWN BEVERAGE PACKAGING PUERTO RICO, INC.",4687-112,"CROWN BEVERAGE PACKAGING PUERTO RICO, INC.",ACTIVA,exact
"Rafael Benitez Carrillo, Inc",4770-111,RAFAEL BENITEZ CARRILLO INC.,ACTIVA,exact
Playtex Dorado Corporation,4772-112,PLAYTEX DORADO CORPORATION,CONVERSIÓN,exact
Elmendorf Gráfica Inc.,4976-111,"ELMENDORF GRAFICA, INC.",CANCELADA,exact
"MEDTRONIC PUERTO RICO, INC",4514-112,"MEDTRONIC PUERTO RICO, INC.",CANCELADA,exact
Olay Company Inc.,4763-112,OLAY COMPANY INC.,CANCELADA,exact
"RAFAEL BENITEZ CARRILLO, INC.",4770-111,RAFAEL BENITEZ CARRILLO INC.,ACTIVA,exact
Syntex Puerto Rico Inc.,4495-112,"SYNTEX PUERTO RICO, INC.",ACTIVA,exact
RAFAEL BENITEZ CARRILLO INC,4770-111,RAFAEL BENITEZ CARRILLO INC.,ACTIVA,exact
MO-KA SHOE CORPORATION,5161-112,MO-KA SHOE CORPORATION,CANCELADA,exact
"ALCON (PUERTO RICO), INC.",5260-112,ALCON (PUERTO RICO) INC.,ACTIVA,exact
Island Litho Corporation,5296-112,ISLAND LITHO CORPORATION,CANCELADA,exact
"STORAGE TECHNOLOGY DE PUERTO RICO, INC.",5396-112,STORAGE TECHNOLOGY DE PUERTO RICO INC.,CANCELADA,exact
ISLAND LITHO CORPORATION,5296-112,ISLAND LITHO CORPORATION,CANCELADA,exact
Malgor & Co. Inc.,5717-111,MALGOR & CO. INC.,ACTIVA,exact
CANTERA CARMELO INC,5948-111,"CANTERA CARMELO, INC.",ACTIVA,exact
"EX-LAX, INC.",6025-112,"EX-LAX, INC.",CANCELADA,exact
MALGOR & CO INC,5717-111,MALGOR & CO. INC.,ACTIVA,exact
Digitec Inc.,5788-111,"DIGITEC, INC.",CANCELADA,exact
Cantera Carmelo Inc.,5948-111,"CANTERA CARMELO, INC.",ACTIVA,exact
DIGITEC INC,5788-111,"DIGITEC, INC.",CANCELADA,exact
The Bradbury Company of Puerto Rico Inc.,6119-112,"THE BRADBURY COMPANY OF PUERTO RICO, INC.",CANCELADA,exact
Cadillac Clean Room Services Inc,6277-112,"CADILLAC CLEAN ROOM SERVICES, INC.",ACTIVA,exact
Sartorius Inc.,6296-112,"SARTORIUS, INC.",CANCELADA,exact
CONGAR INTERNATIONAL CORP,6388-112,CONGAR INTERNATIONAL CORP.,CANCELADA,exact
"Cadillac Clean Room Services, Inc.",6277-112,"CADILLAC CLEAN ROOM SERVICES, INC.",ACTIVA,exact
"IDI CARIBE, INC.",6960-112,"IDI CARIBE, INC.",ACTIVA,exact
Essilor International,7040-112,ESSILOR INTERNATIONAL,RETIRADA,exact
Olay Company Inc.,7082-112,"OLAY COMPANY, INC.",CANCELADA,exact
"CURTIS INSTRUMENTS (PUERTO RICO), INC.",7249-112,"CURTIS INSTRUMENTS (PUERTO RICO), INC.",ACTIVA,exact
"LIFESTYLE FOOTWEAR, INC.",7304-112,"LIFESTYLE FOOTWEAR, INC.",ACTIVA,exact
Dooney & Bourke PR Inc.,7367-112,"DOONEY & BOURKE P.R., INC.",RETIRADA,exact
Caribe Candle Corporation,7393-111,CARIBE CANDLE CORPORATION,ACTIVA,exact
"STRYKER PUERTO RICO, INC.",7696-112,"STRYKER PUERTO RICO, INC.",CANCELADA,exact
CONGAR INTERNATIONAL CORP,7788-112,CONGAR INTERNATIONAL CORP.,CANCELADA,exact
ROCHE OPERATIONS LTD,7790-112,ROCHE OPERATIONS LTD,RETIRADA,exact
Cemex Cal Inc,7813-111,"CEMEX CAL, INC.",FUSIONADA,exact
Arroyo Connector Inc.,8321-112,"ARROYO CONNECTOR, INC.",CANCELADA,exact
MERCK DE PUERTO RICO INC,8335-112,"MERCK DE PUERTO RICO, INC.",CANCELADA,exact
PEPSICO PUERTO RICO INC,8520-112,"PEPSICO PUERTO RICO, INC.",ACTIVA,exact
"LensCrafters International, Inc.",8095-112,"LENSCRAFTERS INTERNATIONAL, INC.",FUSIONADA,exact
"MINIMAX APPLIANCES, INC.",8187-111,MINIMAX APPLIANCES INC.,ACTIVA,exact
Minimax Appliances Inc.,8187-111,MINIMAX APPLIANCES INC.,ACTIVA,exact
"Hamilton Sundstrand de Puerto Rico, Inc.",8632-112,"HAMILTON SUNDSTRAND DE PUERTO RICO, INC.",ACTIVA,exact
"Caribbean Metal Fabricators, Inc.",8770-111,"CARIBBEAN METAL FABRICATORS, INC.",ACTIVA,exact
"UPS SUPPLY CHAIN SOLUTIONS, INC.",8965-112,"UPS SUPPLY CHAIN SOLUTIONS, INC.",ACTIVA,exact
"ALONSO & CARUS IRON WORKS, INC.",9033-111,"ALONSO & CARUS IRON WORKS, INC.",ACTIVA,exact
MULTISYSTEMS INC,9107-112,"MULTISYSTEMS, INC.",CANCELADA,exact
MITEL Distributing Corp.,9246-111,MITEL DISTRIBUTING CORP.,ACTIVA,exact
"PROFESSIONAL RECOVERIES, INC.",9278-112,PROFESSIONAL RECOVERIES INC.,DISUELTA,exact
"MATECO, INC.",9298-111,"MATECO, INC.",ACTIVA,exact
"CARIBBEAN METAL FABRICATORS, INC.",8770-111,"CARIBBEAN METAL FABRICATORS, INC.",ACTIVA,exact
"Mayne Pharma (PR), Inc.",9408-112,MAYNE PHARMA (PR) INC.,CANCELADA,exact
"M. CUEBAS, INC.",10038-111,"M. CUEBAS, INC.",ACTIVA,exact
"Lilly del Caribe, Inc. ",10137-112,"LILLY DEL CARIBE, INC.",ACTIVA,exact
BLACK HORSE INC OF PUERTO RICO,10469-111,BLACK HORSE INC. OF PUERTO RICO,ACTIVA,exact
"ST. JUDE MEDICAL PUERTO RICO, B.V.",10538-112,ST. JUDE MEDICAL PUERTO RICO B.V.,DISUELTA,exact
MODEL OFFSET PRINTING CORP,10604-111,"MODEL OFFSET PRINTING, CORP.",ACTIVA,exact
Johnson & Johnson hemisférica SA,10745-111,JOHNSON & JOHNSON HEMISFERICA S.A.,CANCELADA,exact
LILLY DEL CARIBE INC,10137-112,"LILLY DEL CARIBE, INC.",ACTIVA,exact
"Amgen Manufacturing, Limited",10909-112,"AMGEN MANUFACTURING, LIMITED",FUSIONADA,exact
CENTURY PACKING CORPORATION,10929-111,CENTURY PACKING CORPORATION,ACTIVA,exact
"BARD SHANNON, LTD",10929-112,BARD SHANNON LTD.,ACTIVA,exact
CooperVision Caribbean Corp.,11125-112,COOPERVISION CARIBBEAN CORP.,FUSIONADA,exact
"U.S.S.C. PUERTO RICO, INC.",11234-112,"U.S.S.C. PUERTO RICO, INC.",ACTIVA,exact
GUIDANT PUERTO RICO BV,10917-112,"GUIDANT PUERTO RICO, B.V.",ACTIVA,exact
BARD SHANNON LTD.,10929-112,BARD SHANNON LTD.,ACTIVA,exact
Visteon Caribbean Inc.,11034-111,"VISTEON CARIBBEAN, INC.",ACTIVA,exact
"DIAZ BROTHERS, INC.",11221-111,"DIAZ BROTHERS, INC.",ACTIVA,exact
BASF Agrochemical Products B.V,11431-112,BASF AGROCHEMICAL PRODUCTS B.V.,ACTIVA,exact
Guidant Puerto Rico BV,10917-112,"GUIDANT PUERTO RICO, B.V.",ACTIVA,exact
BARD SHANNON LTD,10929-112,BARD SHANNON LTD.,ACTIVA,exact
TRAFIGURA AG,11231-112,TRAFIGURA AG,ACTIVA,exact
Bard Shannon Ltd,10929-112,BARD SHANNON LTD.,ACTIVA,exact
"Netxar Technologies, Inc.",11777-112,"NETXAR TECHNOLOGIES, INC.",RETIRADA,exact
Stryker Puerto Rico Limited,11964-112,STRYKER PUERTO RICO LIMITED,RETIRADA,exact
BELLA INTERNATIONAL CORPORATION,11982-111,BELLA INTERNATIONAL CORPORATION,CONVERSIÓN,exact
"AMO PUERTO RICO MANUFACTURING, INC.",12050-112,"AMO PUERTO RICO MANUFACTURING, INC.",ACTIVA,exact
ABBVIE BIOTECHNOLOGY LTD.,12119-112,ABBVIE BIOTECHNOLOGY LTD,ACTIVA,exact
"TWC Acquisition, Inc.",12295-112,"TWC ACQUISITION, INC.",CANCELADA,exact
Globalstar Caribbean LTD,12624-112,GLOBALSTAR CARIBBEAN LTD.,ACTIVA,exact
"HONEYWELL INTERNATIONAL, INC",12759-112,"HONEYWELL INTERNATIONAL, INC.",ACTIVA,exact
"GLOBALSTAR CARIBBEAN, LTD.",12624-112,GLOBALSTAR CARIBBEAN LTD.,ACTIVA,exact
Abbvie Ltd,13148-112,ABBVIE LTD,ACTIVA,exact
FOGEL CARIBBEAN CORPORATION,13388-111,FOGEL CARIBBEAN CORPORATION,ACTIVA,exact
